l1_category_group|l2_category|l3_sub_category|commodity_code_reference|labor_rights_risk|hse_risk|contr_manuf_contr_hse_gl|hse_risk_comment2|animal_welfare_risk|bribery_risk|bribery_risk_comment|contractor_safety_risk|ey_id|ey_source
Packaging|Flexible Packaging|Packaging Foils for Transdermal Systems|8010130|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|350|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Pouches;Bags|8010150|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|351|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|PVC Shrink Band|8010220|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|352|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Sachet Foils|8010230|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|353|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Other Flexible Packaging|8010240|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|354|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Board and Paper|Boxes for internal and external Transport|8015010|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|355|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Board and Paper|Folding boxes|8015020|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|356|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Board and Paper|Primary Labels|8015030|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|357|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Board and Paper|Secondary Labels|8015040|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|358|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Board and Paper|Leaflets|8015050|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|359|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Board and Paper|Booklets|8015060|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|360|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Board and Paper|Stickers|8015080|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|361|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Board and Paper|Board and Paper others|8015090|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|362|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Tube glass ampoules|8020010|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|363|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Tube glass vials|8020020|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|364|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Moulded Glass type I|8020030|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|365|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Moulded Glass type II and III|8020040|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|366|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Rubber Stopper|8020050|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|367|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Aluminium Caps for Vials|8020070|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|368|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Glass Syringe Barrels|8020075|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|369|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Glass Other|8020080|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|370|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Stoppers for syringes|8020095|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|371|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Plunger rods for syringes|8020100|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|372|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Needles ; Canules|8020105|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|373|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Glass|Safety devices for syringes|8020110|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|374|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Misc Packaging|Ink for internal Printings|8095020|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|375|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Misc Packaging|Pallets for Transport|8095025|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|376|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Misc Packaging|Pallets for Storage|8095030|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|377|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Misc Packaging|Packaging Samples|8095040|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|378|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Misc Packaging|Dessicants|8095070|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|379|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Misc Packaging|Transport Containers|8095080|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|380|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Misc Packaging|Glue;Adhesives|8095090|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|381|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Misc Packaging|Cotton ; Rayon|8095100|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|382|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Misc Packaging|Others|8095130|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|383|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Misc Packaging|Polypropylene|8095150|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|384|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Chemicals|Chemical Production|Solvents|8505010|Definitely problem sector|No known problem in sector|No|Definite HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|385|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Chemicals|Chemical Production|Commodities|8505020|Definitely problem sector|No known problem in sector|No|Definite HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|386|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Chemicals|Chemical Production|Intermediates|8505030|Definitely problem sector|No known problem in sector|No|Definite HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|387|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Chemicals|Chemical Production|Active Ingredients|8505040|Definitely problem sector|No known problem in sector|Yes|Definite HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|388|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Chemicals|Chemical Production|Agricultural Products|8505090|Definitely problem sector|No known problem in sector|No|Definite HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|389|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Chemicals|Chemical Production|Other Chemicals|8505900|Definitely problem sector|No known problem in sector|No|Definite HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|390|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
